LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000456759-0001-2,ART'S DELICATESSEN INC,ART'S DELI,12224 VENTURA BLVD,STUDIO CITY,91604-2518,12224 VENTURA 91604-2518,,,,722110,Full-service restaurants,2,06/01/1957,,"(34.1432, -118.3988)"
0000516220-0001-0,NORAYIR/JIRAY/VARTUHI OZ,ST VINCENT DELI,650 S HILL STREET #S2,LOS ANGELES,90014-4066,650 HILL 90014-4066,,,,722110,Full-service restaurants,14,05/01/1986,,"(34.0466, -118.2537)"
0002514919-0001-9,LE SOLEIL LLC,THE GATE TO THE MEDITERRANEAN,16925 VENTURA BLVD,ENCINO,91316-4123,16925 VENTURA 91316-4123,,,,722110,Full-service restaurants,5,08/01/2010,,"(34.1594, -118.5019)"
0000658195-0001-5,"BUENOS AIRES GRILL, INC.",BUENOS AIRES GRILL,8856 CORBIN AVENUE,NORTHRIDGE,91324-3309,8856 CORBIN 91324-3309,,,,722110,Full-service restaurants,12,03/10/2002,,"(34.2313, -118.5622)"
0002666957-0001-6,HECTOR A OSORIO,RESTAURANTE Y PUPUSERIA EL MANA,2511 W JEFFERSON BLVD,LOS ANGELES,90018-3704,2511 JEFFERSON 90018-3704,,,,722110,Full-service restaurants,10,04/01/2013,,"(34.0255, -118.3225)"
0002244101-0001-6,JOYCE PAIK,GUILD NEW AMERICAN BISTRO,611 W 7TH STREET,LOS ANGELES,90017-3801,611 7TH 90017-3801,,,,722110,Full-service restaurants,14,04/27/2007,,"(34.0473, -118.2566)"
0000118000-0002-7,KANJANA PENNSON,RUSTIC SPOON VALLEY VILLAGE,12500 MAGNOLIA BLVD,VALLEY VILLAGE,91607-2306,12500 MAGNOLIA 91607-2306,,,,722110,Full-service restaurants,2,02/20/2020,,"(34.1646, -118.4057)"
0000737278-0001-5,EVERARDO PEREZ,KORA BAR,331 E FLORENCE AVENUE,LOS ANGELES,90003-2231,331 FLORENCE 90003-2231,6322 MIDDLETON STREET,HUNTINGTON PARK,90255-3818,722110,Full-service restaurants,9,07/20/2002,,"(33.9747, -118.2688)"
0000998406-0001-3,GLENN HARRELL LLC,SAY CHEESE,2800 HYPERION AVENUE,LOS ANGELES,90027-2506,2800 HYPERION 90027-2506,,,,722110,Full-service restaurants,4,11/16/1999,,"(34.108, -118.2718)"
0003181892-0001-3,GUSTO GREEN 714 HILL STREET LLC,,714 S HILL STREET,LOS ANGELES,90014-2704,714 HILL 90014,714 S HILL STREET,LOS ANGELES,90014-2704,722110,Full-service restaurants,14,07/23/2019,,"(34.0454, -118.2545)"
0002561511-0001-0,TACOS POR FAVOR,,11901 W OLYMPIC BLVD,LOS ANGELES,90064-1115,11901 OLYMPIC 90064-1115,,,,722110,Full-service restaurants,11,06/15/2011,,"(34.0327, -118.4514)"
0003187972-0001-8,MAGIA DE TIERRA,,912 E GRAVES AVENUE,MONTEREY PARK,91755-4224,912 GRAVES 91755,912 E GRAVES AVENUE,MONTEREY PARK,91755-4224,722110,Full-service restaurants,0,03/01/2020,,"(34.0551, -118.1096)"
0002479618-0001-9,JACK SPECIAL LECHON & CATERING LLC,JACK SPECIAL LECHON & CATERING LLC,10750 GLENOAKS BLVD UNIT #5,PACOIMA,91331-7275,10750 GLENOAKS 91331-7275,10750 GLENOAKS BLVD UNIT ##5,PACOIMA,91331-7275,722110,Full-service restaurants,7,01/12/2010,,"(34.2648, -118.4021)"
0002642420-0001-1,LOS ABOGADOS LOCOS LLC,EL PATRON MEXICAN RESTAURANT AND CANTINA,5545 RESEDA BLVD,TARZANA,91356-2611,5545 RESEDA 91356-2611,,,,722110,Full-service restaurants,3,10/24/2012,,"(34.1709, -118.5359)"
0003187841-0001-4,LIZBETH CORONA BAUTISTA,EL SAZON DEL CAMPO,2005 W 8TH STREET,LOS ANGELES,90057-4015,2005 8th 90057-4015,,,,722110,Full-service restaurants,1,03/06/2020,,"(34.0546, -118.2768)"
0003184286-0001-1,EKG GROUP INC,HUNGRY HABANERO,11040 MAGNOLIA BLVD,NORTH HOLLYWOOD,91601-3810,11040 Magnolia 91601-3810,,,,722110,Full-service restaurants,2,05/01/2020,,"(34.1646, -118.372)"
0002502908-0001-0,HYO SOON SUK,LA YIMONE,304 N WESTERN AVENUE,LOS ANGELES,90004-2615,304 WESTERN 90004-2615,,,,722110,Full-service restaurants,10,06/01/2010,,"(34.0763, -118.3091)"
0003183867-0001-0,KENO VITANGCOL,EVA'S LECHON,4252 W 3RD STREET,LOS ANGELES,90020-3449,4252 3rd 90020-3449,,,,722110,Full-service restaurants,10,02/25/2020,,"(34.0688, -118.307)"
0002656968-0002-6,DAVID TEWASART INC,STICKY RICE 2,317 S BROADWAY #B-5,LOS ANGELES,90013-1278,317 BROADWAY 90013-1278,123 S LINCOLN AVENUE,MONTEREY PARK,91755-2914,722110,Full-service restaurants,14,09/22/2014,,"(34.0507, -118.2481)"
0003127420-0002-0,ELIZABETH MEDINA PEREZ,MILAGRO SALVADORIAN RESTAURANT,3007 S CENTRAL AVENUE,LOS ANGELES,90011-2028,3007 Central 90011-2028,,,,722110,Full-service restaurants,9,02/25/2020,,"(34.015, -118.2567)"
0002685543-0001-7,MAE SHIL TANG INC,MAE SHIL TANG,955 S VERMONT AVENUE SUITE #A,LOS ANGELES,90006-1647,955 VERMONT 90006-1647,,,,722110,Full-service restaurants,10,06/06/2013,,"(34.054, -118.2916)"
0003187616-0001-0,K-POP BOP INC,,8255   WOODMAN AVENUE,PANORAMA CITY,91402-5426,8255 WOODMAN 91402,745 E VALLEY BLVD   UNIT #108,SAN GABRIEL,91776-3549,722110,Full-service restaurants,6,05/02/2020,,"(34.2206, -118.4328)"
0002623720-0001-0,PARADISE RESTAURANT & BAR INC,PARADISE RESTAURANT & BAR,889 W 190TH STREET,GARDENA,90248-4236,889 190TH 90248-4236,,,,722110,Full-service restaurants,15,01/01/2012,,"(33.8593, -118.2895)"
0002391367-0001-7,"WONDER NIGHTS, LLC",BYBLOS RESTAURANT,1964 WESTWOOD BLVD SUITE #100,LOS ANGELES,90025-4683,1964 WESTWOOD 90025-4683,,,,722110,Full-service restaurants,5,12/01/2008,,"(34.0472, -118.4346)"
0003181202-0001-1,"THE TAVERN AT RANCHO PARK, LLC",,10460 W PICO BLVD,LOS ANGELES,90064-2342,10460 PICO 90064-2342,8685 W SAHARA AVENUE   SUITE #280,LAS VEGAS,89117-5886,722110,Full-service restaurants,5,09/14/2020,,"(34.0445, -118.4123)"
0003184674-0001-1,"SUGAR FACTORY CENTURY CITY, LLC",,10250   SANTA MONICA BLVD,LOS ANGELES,90067-6501,10250 SANTA MONICA 90067,6925   HOLLYWOOD BLVD   FLOOR,LOS ANGELES,90028-6103,722110,Full-service restaurants,5,03/01/2020,,"(34.06, -118.4198)"
0000164388-0001-1,VICHIAN PINKOOMPEE,VIC'S FOOD TO GO | VICS FOOD TO GO,12527 VICTORY BLVD,N HOLLYWOOD,91606-3135,12527 VICTORY 91606-3135,,,,722110,Full-service restaurants,2,11/01/1978,,"(34.1866, -118.4061)"
0000390057-0002-1,GINA KRAN,CHAI THUNG,8430 SUNLAND BLVD,SUN VALLEY,91352-3436,8430 SUNLAND 91352-3436,,,,722110,Full-service restaurants,6,10/27/2008,,"(34.2231, -118.3657)"
0000096922-0001-0,YANG SAN BAK CORPORATION,YANG SAN BAK,3601 W 6TH STREET,LOS ANGELES,90020-3003,3601 6TH 90020-3003,3350 WILSHIRE BLVD SUITE #730,LOS ANGELES,90010-1861,722110,Full-service restaurants,10,01/13/2004,,"(34.0635, -118.3003)"
0002398623-0002-8,KIRPAL LLC,DEL'S LEMONADE,3174   BARRY AVENUE,LOS ANGELES,90066-1204,3174 BARRY 90066-1204,3174   BARRY AVENUE,LOS ANGELES,90066-1204,722110,Full-service restaurants,11,04/30/2009,,"(34.0208, -118.4352)"
0003182987-0001-8,SILVIA LOPEZ,STAR LUNCHES,3617 CRENSHAW BLVD,LOS ANGELES,90016-4819,3617 Crenshaw 90016-4819,654 W 61ST STREET,LOS ANGELES,90044-6337,722110,Full-service restaurants,10,02/14/2020,,"(34.0235, -118.3355)"
0000800108-0001-7,HAROUTION MAADENIAN,KAVAR MEDITERRANIAN CUISINE,4777 SANTA MONICA BLVD,LOS ANGELES,90029-2631,4777 SANTA MONICA 90029-2631,1134 N BERENDO STREET,LOS ANGELES,90029-1706,722110,Full-service restaurants,13,12/07/1990,,"(34.0908, -118.2933)"
0000948086-0001-8,LT ACQUISITION CORP,MESSHALL,4500 LOS FELIZ BLVD,LOS ANGELES,90027-2006,4500 LOS FELIZ 90027-2006,4500   LOS FELIZ BLVD   SUITE #A,LOS ANGELES,90027-2192,722110,Full-service restaurants,4,01/29/1998,,"(34.1118, -118.2874)"
0003244193-0001-2,SARA HERNANDEZ,RESTAURANTE GUANACO,4801 HOOPER AVENUE,LOS ANGELES,90011-4225,4801 HOOPER 90011-4225,4801   HOOPER AVENUE   FRONT,LOS ANGELES,90011-4225,722110,Full-service restaurants,0,03/16/2021,,"(34.0002, -118.2522)"
0002586532-0001-1,GRISELDA GARIBAY,TAQUERIA JUANITOS,16851 VICTORY BLVD UNIT #2,VAN NUYS,91406-5560,16851 VICTORY 91406-5560,,,,722110,Full-service restaurants,6,10/01/2011,,"(34.1866, -118.5002)"
0000501856-0001-4,AMELIA W LEE,POPEYES CHICKEN,2900 COLORADO BLVD,LOS ANGELES,90041-1012,2900 COLORADO 90041-1012,,,,722110,Full-service restaurants,14,03/20/1986,,"(34.1427, -118.2281)"
0000172897-0001-3,RIO GRANDE REST INC,RIO GRANDE MEXICAN FOOD,18845 SHERMAN WAY #H,RESEDA,91335-4042,18845 SHERMAN 91335-4042,,,,722110,Full-service restaurants,3,02/01/1995,,"(34.2011, -118.544)"
0003181602-0001-4,CADE RAMEN INC,SILVERLAKE RAMEN,3465 W 6TH STREET    #160,LOS ANGELES,90020-2569,3465 6th 90020-2569,,,,722110,Full-service restaurants,10,01/13/2020,,"(34.064, -118.2973)"
0002692481-0001-9,BLU JAM CAFE ON VENTURA INC,,15045 VENTURA BLVD,SHERMAN OAKS,91403-2442,15045 VENTURA 91403-2442,6800 OWENSMOUTH AVENUE SUITE #350,CANOGA PARK,91303-4251,722110,Full-service restaurants,4,05/15/2013,,"(34.1529, -118.4607)"
0002616759-0001-7,OMI SUSHI INC,ARIYOSHI,5358 WILSHIRE BLVD,LOS ANGELES,90036-4212,5358 WILSHIRE 90036-4212,,,,722110,Full-service restaurants,4,05/18/2012,,"(34.0621, -118.3453)"
0002646298-0001-5,M A GROUP INC,SUBWAY # 45825,3504 W SUNSET BLVD,LOS ANGELES,90026-2106,3504 SUNSET 90026-2106,23040 SATICOY STREET,WEST HILLS,91304-4540,722110,Full-service restaurants,13,11/14/2012,,"(34.0888, -118.2764)"
0003175342-0001-7,LUCKY HARVEST MOON. INC.,FORTUNE GOURMET KITCHEN,727 N BROADWAY UNIT #215,LOS ANGELES,90012-2864,727 BROADWAY 90012-2864,727 N BROADWAY UNIT #215,LOS ANGELES,90012-2864,722110,Full-service restaurants,1,01/01/2020,,"(34.0614, -118.2395)"
0000195355-0041-2,PANDA EXPRESS INC,PANDA EXPRESS 1439,5300 LANKERSHIM BLVD UNIT #140,NORTH HOLLYWOOD,91601-3170,5300 LANKERSHIM 91601-3170,1683 WALNUT GROVE AVENUE,ROSEMEAD,91770-3711,722110,Full-service restaurants,2,05/16/2007,,"(34.167, -118.3759)"
0000836330-0001-1,CHERYL HELEN MAGIER,,8446 NESTLE AVENUE,NORTHRIDGE,91325-3712,8446 NESTLE 91325,,,,722110,Full-service restaurants,12,02/14/2003,,"(34.2237, -118.5306)"
0002604185-0001-0,W L A FLAME INTERNATIONAL INC,FLAME INTERNATIONAL,11330 SANTA MONICA BLVD UNIT #B,LOS ANGELES,90025-3119,11330 SANTA MONICA 90025-3119,,,,722110,Full-service restaurants,11,03/07/2012,,"(34.0461, -118.4496)"
0002009675-0002-9,PULGARCITO QUERIDO EN EL VALLE INC,PULGARCITO QUERIDO EN EL VALLE,13864 1/2 CHASE STREET,PANORAMA CITY,91402-3302,13864 CHASE 91402-3302,6205 CLYBOURN AVENUE,NORTH HOLLYWOOD,91606-3914,722110,Full-service restaurants,6,07/14/2008,,"(34.2274, -118.4352)"
0000019766-0001-7,PARK DAE GAM NE INC,CHUNG DAM DONG PARK DAE GAM NE,955 S VERMONT AVENUE #G,LOS ANGELES,90006-1647,955 VERMONT 90006-1647,,,,722110,Full-service restaurants,10,06/13/2003,,"(34.054, -118.2916)"
0002453596-0001-4,HARD ROCK CAFE INTERNATIONAL USA INC,HARD ROCK CAFE,6801 HOLLYWOOD BLVD #105,LOS ANGELES,90028-6137,6801 HOLLYWOOD 90028-6137,6801   HOLLYWOOD BLVD   SUITE #105,LOS ANGELES,90028-6137,722110,Full-service restaurants,13,09/18/2009,,"(34.1015, -118.3401)"
0002906754-0001-4,PICO GRILL LLC,FANTASY ISLAND,11434 W PICO BLVD,LOS ANGELES,90064-1518,11434 PICO 90064-1518,11908   MISSISSIPPI AVENUE,LOS ANGELES,90025-6117,722110,Full-service restaurants,11,04/22/2016,,"(34.0336, -118.4411)"
0002482363-0001-5,TOSHIYUKI ORINO,SUSHI 101,11331 MOORPARK STREET,NORTH HOLLYWOOD,91602-2618,11331 MOORPARK 91602-2618,,,,722110,Full-service restaurants,2,05/01/2009,,"(34.1503, -118.3779)"
0000824986-0001-4,KIWA INC,CHUNG KI WA RESTAURANT,3545 W OLYMPIC BLVD,LOS ANGELES,90019-3502,3545 OLYMPIC 90019-3502,3545 W OLYMPIC BLVD,LOS ANGELES,90019-3502,722110,Full-service restaurants,4,09/15/2004,,"(34.0525, -118.3163)"
0002860146-0001-0,HFC BRAZIL CORP,RIOZONAS ACAI CAFE,12215 VENTURA BLVD UNIT #104,STUDIO CITY,91604-2533,12215 VENTURA 91604-2533,,,,722110,Full-service restaurants,2,10/09/2015,,"(34.1432, -118.3985)"
0002001672-0001-9,EC II INC,EL COMPADRE,1449 W SUNSET BLVD,LOS ANGELES,90026-3457,1449 SUNSET 90026-3457,,,,722110,Full-service restaurants,13,10/01/2004,,"(34.0749, -118.253)"
0000554785-0003-2,STARBUCKS CORPORATION,STARBUCKS COFFEE #10586,1090 WILSHIRE BLVD,LOS ANGELES,90017-2416,1090 WILSHIRE 90017-2416,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,1,02/29/2008,,"(34.0523, -118.2632)"
0003188559-0001-7,EL ZARAPE FOUNTAIN INC,EL ZARAPE FOUNTAIN,5203  1/2 FOUNTAIN AVENUE,LOS ANGELES,90029-1305,5203 Fountain 90029-1305,,,,722110,Full-service restaurants,13,03/10/2020,,"(34.0954, -118.3026)"
0002974171-0002-7,AREAS USA OHM LAX JV LLC,LAMILL COFFEE,380   WORLD WAY,LOS ANGELES,90045-5800,380 WORLD 90045-5800,,,,722110,Full-service restaurants,11,12/31/2017,,"(33.9435, -118.4085)"
0002622391-0001-0,BESSY YOLANI PEREZ,LOS PILARES DE SAN JUAN,13324 VAN NUYS BLVD,PACOIMA,91331-3004,13324 VAN NUYS 91331-3004,,,,722110,Full-service restaurants,7,02/20/2012,,"(34.2647, -118.4238)"
0003061760-0001-7,MKS LOUNGE INC,SKY RESTAURANT & LOUNGE,8326   WINNETKA AVENUE,WINNETKA,91306-1631,8326 WINNETKA 91306-1631,POST OFFICE BOX #1694,CANYON COUNTRY,91386-1694,722110,Full-service restaurants,3,06/21/2018,,"(34.2211, -118.5707)"
0002915326-0001-9,PULGARCITO QUERIDO INC,PULGARCITO QUERIDO,10707   GLENOAKS BLVD,PACOIMA,91331-1683,10707 GLENOAKS 91331-1683,,,,722110,Full-service restaurants,7,04/01/2016,,"(34.264, -118.4015)"
0002538533-0001-8,VENICE ALE HOUSE LLC,,2 ROSE AVENUE,VENICE,90291-2411,2 ROSE 90291-2411,,,,722110,Full-service restaurants,11,08/01/2010,,"(33.9946, -118.4804)"
0002344073-0001-8,LOTERIA GRILL HOLLYWOOD LLC,,6627 HOLLYWOOD BLVD,LOS ANGELES,90028-6285,6627 HOLLYWOOD 90028-6285,4228 W PICO BLVD,LOS ANGELES,90019-3161,722110,Full-service restaurants,13,06/12/2006,,"(34.1015, -118.3344)"
0000964863-0001-6,KIRIKO SUSHI INC,,11301 W OLYMPIC BLVD #102,LOS ANGELES,90064-1652,11301 OLYMPIC 90064-1652,,,,722110,Full-service restaurants,11,08/10/1999,,"(34.0381, -118.4412)"
0000735415-0001-1,JOSE OVIDIO AGUILAR,EL GUANACO RESTAURANT,5656 SANTA MONICA BLVD #F,LOS ANGELES,90038-2992,5656 SANTA MONICA 90038-2992,,,,722110,Full-service restaurants,13,04/01/1997,,"(34.0907, -118.3125)"
0003083980-0001-8,COMPAGNON WINE BISTRO LLC,,335 W 7TH STREET,SAN PEDRO,90731-3323,335 7TH 90731-3323,335 W 7TH STREET,SAN PEDRO,90731-3323,722110,Full-service restaurants,15,12/01/2018,,"(33.7377, -118.2844)"
0000239637-0031-8,EL POLLO LOCO INC,EL POLLO LOCO #5988,4405 AVALON BLVD,LOS ANGELES,90011-5626,4405 AVALON 90011-5626,3535 HARBOR BLVD UNIT #100,COSTA MESA,92626-1494,722110,Full-service restaurants,9,10/22/2001,,"(34.0037, -118.2652)"
0003076952-0001-1,PRESIDENTE LLC,,11451   SEPULVEDA BLVD,MISSION HILLS,91345-1117,11451 SEPULVEDA 91345,12239 FOOTHILL BLVD,SYLMAR,91342-6002,722110,Full-service restaurants,7,10/01/2018,,"(34.2788, -118.4691)"
0003188182-0001-3,ABINGE LLC,STRADA EATERIA & BAR,825 JAMES M WOOD BLVD,LOS ANGELES,90015-1301,825 James M Wood 90015-1301,825 JAMES M WOOD BLVD,LOS ANGELES,90015-1301,722110,Full-service restaurants,14,03/09/2020,,"(34.0468, -118.2635)"
0002684898-0001-5,PENALOZA MEXICAN RESTAURANT INC,PENALOZA MEXICAN RESTAURANT,2000 E OLYMPIC BLVD,LOS ANGELES,90021-2445,2000 OLYMPIC 90021-2445,,,,722110,Full-service restaurants,14,04/04/2013,,"(34.027, -118.2368)"
0000239637-0019-9,EL POLLO LOCO INC,EL POLLO LOCO 5906,986 S VERMONT AVENUE,LOS ANGELES,90006-1611,986 VERMONT 90006-1611,3535 HARBOR BLVD UNIT #100,COSTA MESA,92626-1494,722110,Full-service restaurants,10,12/29/1993,,"(34.0529, -118.2916)"
0002629518-0001-0,MR NOODLE INC,,936 BROXTON AVENUE,LOS ANGELES,90024-2802,936 BROXTON 90024-2802,,,,722110,Full-service restaurants,5,06/01/2012,,"(34.0625, -118.447)"
0003172947-0001-7,BAJA CANTINA LLC,BAJA CANTINA,311   WASHINGTON BLVD,MARINA DEL REY,90292-5129,311 WASHINGTON 90292,578   WASHINGTON BLVD   POST OFFICE BOX #779,MARINA DEL REY,90292-5421,722110,Full-service restaurants,11,01/03/2020,,"(33.9807, -118.4643)"
0002758024-0001-1,MALIKA DOUST,RAZ'S LITTLE ITALY,23233 SATICOY STREET UNIT #104,WEST HILLS,91304-5363,23233 SATICOY 91304-5363,,,,722110,Full-service restaurants,12,06/20/2014,,"(34.2083, -118.6336)"
0000113926-0001-1,COUNTY OF LOS ANGELES,LA COUNTY MUSUEM OF ART | MUSEUM OF ART,6067 WILSHIRE BLVD,LOS ANGELES,90036-3604,6067 WILSHIRE 90036-3604,5905 WILSHIRE BLVD,LOS ANGELES,90036-4504,722110,Full-service restaurants,4,05/29/2001,,"(34.0628, -118.3601)"
0003182763-0001-6,HUI MIAO,,8870 CORBIN AVENUE,NORTHRIDGE,91324-3309,8870 Corbin 91324-3309,,,,722110,Full-service restaurants,12,02/01/2020,,"(34.2316, -118.5615)"
0003186038-0001-0,SOCAL PIZZA HOLDINGS LLC,,1555 S WESTERN AVENUE,LOS ANGELES,90006-4233,1555 Western 90006-4233,1 CITY BLVD W #750,ORANGE,92868-3621,722110,Full-service restaurants,10,03/21/2017,,"(34.044, -118.3092)"
0000737858-0002-5,MARIA PERDOMO,REINA'S ICE CREAM,4800 S BROADWAY,LOS ANGELES,90037-3247,4800 BROADWAY 90037-3247,3944 S HARVARD BLVD,LOS ANGELES,90062-1115,722110,Full-service restaurants,9,09/30/2010,,"(33.9991, -118.2783)"
0000195370-0001-8,ZOHRAB BEDIKIAN,ZOHRAB BEDIKIAN SNACK BAR,210 W TEMPLE STREET,LOS ANGELES,90012-3210,210 TEMPLE 90012-3210,6717 NOBLE AVENUE,VAN NUYS,91405-4535,722110,Full-service restaurants,14,07/02/1993,,"(34.0549, -118.2427)"
0002698406-0001-6,BURGER FACTORY II INC,,1358 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,90037-1724,1358 MARTIN LUTHER KING JR 90037-1724,,,,722110,Full-service restaurants,9,08/20/2013,,"(34.0108, -118.2989)"
0002914625-0001-1,BREAKERS VC LLC,BREAKERS KOREAN BBQ,695 S VERMONT AVENUE   SUITE #110,LOS ANGELES,90005-1349,695 VERMONT 90005-1349,POST OFFICE BOX #460,FRISCO,75034-0008,722110,Full-service restaurants,10,06/13/2016,,"(34.0601, -118.292)"
0000363770-0001-8,ANTARJOT ENTERPRISES INC,SUBWAY 11170,13720 SHERMAN WAY #B,VAN NUYS,91405-2626,13720 SHERMAN 91405-2626,,,,722110,Full-service restaurants,2,05/01/1996,,"(34.2012, -118.4316)"
0003141403-0001-7,2747 INC,EL 7 MARES RESTAURANT,2747 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-3105,2747 CESAR E CHAVEZ 90033-3105,,,,722110,Full-service restaurants,14,01/01/2019,,"(34.0447, -118.2026)"
0000554785-0001-6,STARBUCKS CORPORATION,STARBUCKS COFFEE # 6577,735 S FIGUEROA STREET #307,LOS ANGELES,90017-2563,735 FIGUEROA 90017-2563,POST OFFICE BOX #34442,SEATTLE,98124-1442,722110,Full-service restaurants,14,01/26/2002,,"(34.0488, -118.2603)"
0000182387-0002-3,THE RUSTIC SPOON LLC,THE RUSTIC SPOON,4384 LANKERSHIM BLVD,NORTH HOLLYWOOD,91602-2744,4384 LANKERSHIM 91602-2744,,,,722110,Full-service restaurants,4,01/08/2010,,"(34.15, -118.3656)"
0000343137-0001-3,LAS HADAS MEXICAN RESTAURANTS INC,LAS HADAS MEXICAN RESTAURANT,9048 BALBOA BLVD,NORTHRIDGE,91325-2610,9048 BALBOA 91325-2610,9048 BALBOA BLVD,NORTHRIDGE,91325-2610,722110,Full-service restaurants,12,03/23/1981,,"(34.235, -118.5025)"
0003185787-0001-3,KUBO RESTAURANT INC,,2330 W TEMPLE STREET,LOS ANGELES,90026-4948,2330 TEMPLE 90026-4948,,,,722110,Full-service restaurants,13,03/02/2020,,"(34.0712, -118.2717)"
0000267458-0017-2,"SENIOR CLASSIC LEASING, LLC",CARLS JR RESTAURANT#7400,21201 SHERMAN WAY,CANOGA PARK,91303-1513,21201 SHERMAN 91303-1513,1 CENTERPOINTE DRIVE SUITE #400,LA PALMA,90623-2530,722110,Full-service restaurants,3,11/27/2000,,"(34.201, -118.5942)"
0000424663-0001-7,TAVISTOCK RESTAURANT LLC,NAPA VALLEY GRILLE,1100 GLENDON AVENUE #100,LOS ANGELES,90024-3593,1100 GLENDON 90024-3593,118 W MCKEY STREET,OCOEE,34761-2615,722110,Full-service restaurants,5,11/22/2003,,"(34.0607, -118.4444)"
0000820340-0001-4,RITA KLADOURIS,TROYS BURGERS 10,4805 VALLEY BLVD,LOS ANGELES,90032-3314,4805 VALLEY 90032-3314,,,,722110,Full-service restaurants,14,01/02/1991,,"(34.0659, -118.18)"
0000384168-0001-1,RAVAKEEN CORPORATION,IRELAND'S 32,13721 BURBANK BLVD,VAN NUYS,91401-5040,13721 BURBANK 91401-5040,,,,722110,Full-service restaurants,4,11/01/2003,,"(34.1721, -118.4321)"
0000904611-0001-4,KWOK JEE DER,KIMS RESTAURANT,3860 CRENSHAW BLVD SUITE #105,LOS ANGELES,90008-1816,3860 CRENSHAW 90008-1816,3860 CRENSHAW BLVD,LOS ANGELES,90008-1851,722110,Full-service restaurants,10,07/01/2004,,"(34.0156, -118.3348)"
0002608687-0001-9,SALATA ON FLOWER LLC,SALATA,505 S FLOWER STREET UNIT #B430,LOS ANGELES,90071-2105,505 FLOWER 90071-2105,,,,722110,Full-service restaurants,14,01/01/2011,,"(34.0515, -118.256)"
0002750645-0001-4,KARLA E LATORRE / DORA ALICIA UMANA,RESTAURANTE LA PUERTA,1720 E FLORENCE AVENUE,LOS ANGELES,90001-2524,1720 FLORENCE 90001-2524,,,,722110,Full-service restaurants,0,05/09/2014,,"(33.9747, -118.2424)"
0002581078-0001-5,GUADALUPE PAMELA TRUJILLO VARGAS,,4052 S CENTRAL AVENUE,LOS ANGELES,90011-2735,4052 CENTRAL 90011-2735,1638 E 27TH STREET,LOS ANGELES,90011-2203,722110,Full-service restaurants,9,10/15/2011,,"(34.01, -118.2565)"
0000975926-0001-7,SANTIAGO/BEATRIZ RODRIGUEZ,MONARCA'S MEXICAN FOOD,1220 PACIFIC COAST HIGHWAY,HARBOR CITY,90710-2932,1220 PACIFIC COAST 90710-2932,,,,722110,Full-service restaurants,15,11/08/1999,,"(33.7897, -118.2979)"
0000809633-0001-1,GLADYS COLCHADO,98 CENT STORE,8028 S VERMONT AVENUE,LOS ANGELES,90044-3534,8028 VERMONT 90044-3534,,,,722110,Full-service restaurants,8,08/01/1990,,"(33.9663, -118.2914)"
0000250359-0001-5,MATTWEN INC,VALLEY INN,4557 SHERMAN OAKS AVENUE,SHERMAN OAKS,91403-3011,4557 SHERMAN OAKS 91403-3011,,,,722110,Full-service restaurants,5,03/03/1980,,"(34.1534, -118.4691)"
0002576705-0001-3,LEO & LILY INC,,22420 VENTURA BLVD,WOODLAND HILLS,91364-1533,22420 VENTURA 91364-1533,,,,722110,Full-service restaurants,3,09/01/2011,,"(34.1685, -118.615)"
0002734338-0001-6,HOUSE OF SHISH KABOB,,10224 MASON AVENUE,CHATSWORTH,91311-3303,10224 MASON 91311-3303,,,,722110,Full-service restaurants,12,01/01/2012,,"(34.2559, -118.5798)"
0002837000-0001-1,HERR EINES INC,,8966 CORBIN AVENUE,NORTHRIDGE,91324-3311,8966 CORBIN 91324-3311,,,,722110,Full-service restaurants,12,06/23/2015,,"(34.2333, -118.5623)"
0003175426-0001-6,TORO Y LEON INC,POCHA LA,6101   YORK BLVD,LOS ANGELES,90042-3541,6101 YORK 90042,3460 2ND AVENUE,LOS ANGELES,90018-3724,722110,Full-service restaurants,14,01/25/2020,,"(34.1175, -118.1858)"
0000247252-0001-0,THE SHACK A CALIFORNIA LIMITED PARTNERSHIP,THE SHACK,185 CULVER BLVD,PLAYA DEL REY,90293-7659,185 CULVER 90293-7659,,,,722110,Full-service restaurants,11,07/01/1985,,"(33.9587, -118.4486)"
0002377803-0002-7,SUSHI NOZAWA LLC,SUGARFISH BY SUSHI NOZAWA LLC,101 S LA BREA AVENUE SUITE #100A,LOS ANGELES,90036-2998,101 LA BREA 90036-2998,11628 SANTA MONICA BLVD SUITE #200,LOS ANGELES,90025-2951,722110,Full-service restaurants,5,12/20/2013,,"(34.0735, -118.344)"
0000673775-0001-3,BUCA RESTAURANTS 2 INC,BUCA DI BEPPO,17500 VENTURA BLVD,ENCINO,91316-3835,17500 VENTURA 91316-3835,4700 MILLENIA BLVD SUITE #400,ORLANDO,32839-6020,722110,Full-service restaurants,5,03/20/1998,,"(34.1614, -118.5141)"
